Title,imdbRating,imdbVotes,Metascore,Runtime,Year,Genre1,Genre2,Rated,Director,Actors1,Actors2,Country,Writer,Awards,Released,imdbID,Plot,Poster
Giant,7.7,26431,N/A,201,1956,Drama,Western,APPROVED,George Stevens,Elizabeth Taylor,Rock Hudson,USA,"Edna Ferber (from the novel by), Fred Guiol (screen play), Ivan Moffat (screen play)",Won 1 Oscar. Another 6 wins & 15 nominations.,24-Nov-56,tt0049261,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,http://ia.media-imdb.com/images/M/MV5BMjAwMTg5NjA3MV5BMl5BanBnXkFtZTgwOTQ4NzMxMDE@._V1_SX300.jpg
Jack and Jill vs. the World,5.6,2590,N/A,90,2008,Comedy,Drama,PG-13,Vanessa Parise,Freddie Prinze Jr.,Taryn Manning,USA,"Vanessa Parise, Peter Stebbings",N/A,22-Oct-10,tt0475252,"Jack is a NYC advertising exec with a life as glossy as the ads he spins. Jill is new to the city, with nothing to stand on but her fiery personality and romantic ideals. Opposites attract, and together they author their own manifesto of ""rules to live by."" But Jill betrays Jack by violating rule one - Be Honest.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NjgxMDk4MF5BMl5BanBnXkFtZTcwNTgwNTI2MQ@@._V1_SX300.jpg
American Sniper,7.3,332843,72,133,2014,Action,Biography,R,Clint Eastwood,Bradley Cooper,Kyle Gallner,USA,"Jason Hall, Chris Kyle (book), Scott McEwen (book), Jim DeFelice (book)",Won 1 Oscar. Another 18 wins & 38 nominations.,16-Jan-15,tt2179136,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_SX300.jpg
Under the Yum Yum Tree,6.1,1238,N/A,110,1963,Comedy,Comedy,N/A,David Swift,Jack Lemmon,Carol Lynley,USA,"Lawrence Roman (play), Lawrence Roman (screenplay), David Swift (screenplay)",N/A,23-Oct-63,tt0057622,A love-struck landlord tries to convince a pretty tenant to dump her fiance and give him a chance.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4ODYyNjA0Nl5BMl5BanBnXkFtZTcwOTc0OTUxMQ@@._V1_SX300.jpg
Corky Romano,4.6,10928,20,86,2001,Comedy,Crime,PG-13,Rob Pritts,Chris Kattan,Vinessa Shaw,USA,"David Garrett, Jason Ward",1 nomination.,12-Oct-01,tt0250310,The loser son of a Mafia honcho must go undercover for the FBI.,http://ia.media-imdb.com/images/M/MV5BMjE0NjIyNzk5NV5BMl5BanBnXkFtZTcwNzEyNTMyMQ@@._V1_SX300.jpg
Revenge of the Nerds II: Nerds in Paradise,4.9,10768,N/A,88,1987,Comedy,Comedy,PG-13,Joe Roth,Robert Carradine,Curtis Armstrong,USA,"Tim Metcalfe (based on characters created by), Miguel Tejada-Flores (based on characters created by), Steve Zacharias (based on characters created by), Jeff Buhai (based on characters created by), Dan Guntzelman, Steve Marshall",N/A,10-Jul-87,tt0093857,"The rising college nerds set out to a convention in Florida, but are not welcomed by the Alpha Beta representatives.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MTkyMDA5N15BMl5BanBnXkFtZTcwMzMzMzMyMQ@@._V1_SX300.jpg
Meet the Robinsons,6.9,68129,61,95,2007,Animation,Adventure,G,Stephen J. Anderson,Angela Bassett,Daniel Hansen,USA,"Jon Bernstein (screenplay), Michelle Bochner Spitz (screenplay), Don Hall (screenplay), Nathan Greno (screenplay), Aurian Redson (screenplay), Joseph Mateo (screenplay), Stephen J. Anderson (screenplay), William Joyce (based upon the book ""A Day with Wilbur Robinson"" by)",1 win & 10 nominations.,30-Mar-07,tt0396555,"Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NTU4MDY5OV5BMl5BanBnXkFtZTcwMzY0MjM0MQ@@._V1_SX300.jpg
Open Water,5.7,42717,63,79,2003,Adventure,Biography,R,Chris Kentis,Blanchard Ryan,Daniel Travis,USA,Chris Kentis,2 wins & 6 nominations.,20-Aug-04,tt0374102,"When two divers find themselves stranded in the ocean, getting rescued becomes the least of their worries when a frenzy of hungry sharks close in on them.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ5ODAyOTk3OF5BMl5BanBnXkFtZTcwNzQ1NjYyMQ@@._V1_SX300.jpg
Rio,7,167131,63,96,2011,Animation,Adventure,G,Carlos Saldanha,Karen Disher,Jason Fricchione,USA,"Carlos Saldanha (story), Earl Richey Jones (story), Todd R. Jones (story), Don Rhymer (screenplay), Joshua Sternin (screenplay), Jennifer Ventimilia (screenplay), Sam Harper (screenplay)",Nominated for 1 Oscar. Another 3 wins & 28 nominations.,15-Apr-11,tt1436562,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MDY3MzAzMl5BMl5BanBnXkFtZTcwMTg0NjM5NA@@._V1_SX300.jpg
Hot Tub Time Machine,6.4,139979,63,101,2010,Comedy,Sci-Fi,R,Steve Pink,John Cusack,Clark Duke,USA,"Josh Heald (screenplay), Sean Anders (screenplay), John Morris (screenplay), Josh Heald (story)",4 nominations.,26-Mar-10,tt1231587,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjExODA4Ml5BMl5BanBnXkFtZTcwNTYwMDYxMw@@._V1_SX300.jpg
Barbie in Princess Power,5.5,380,N/A,73,2015,Animation,Family,N/A,Ezekiel Norton,Kelly Sheridan,Britt Irvin,USA,Marsha Griffin,1 win & 2 nominations.,3-Mar-15,tt4215332,"One day, after being kissed by a magical butterfly, Kara soon discovers she has amazing super powers allowing her to transform into Super Sparkle, her secret, crime-fighting alter ego who ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNDE3MjYyOF5BMl5BanBnXkFtZTgwOTM5Nzg0NDE@._V1_SX300.jpg
Righteous Kill,6,73968,36,101,2008,Action,Crime,R,Jon Avnet,Robert De Niro,Al Pacino,USA,Russell Gewirtz,1 win & 2 nominations.,12-Sep-08,tt1034331,Two veteran New York City detectives work on a case of serial executions of criminals who escaped justice.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMjg3MjY3OV5BMl5BanBnXkFtZTcwNTc4MDU3MQ@@._V1_SX300.jpg
Revenge for Jolly!,4.6,1009,N/A,81,2012,Comedy,Drama,R,Chadd Harbold,Brian Petsos,Kristen Wiig,USA,Brian Petsos,N/A,7-May-13,tt2053423,A man recruits his cousin to find out who is behind his dog's suspicious death.,http://ia.media-imdb.com/images/M/MV5BMjg4MjgyMTU1MV5BMl5BanBnXkFtZTcwMzUxMjU1OQ@@._V1_SX300.jpg
Yellow Sky,7.6,3068,N/A,98,1948,Crime,Western,APPROVED,William A. Wellman,Gregory Peck,Anne Baxter,USA,"Lamar Trotti (screenplay), W.R. Burnett (story)",2 wins.,1-Dec-48,tt0040978,A pistol-packing tomboy and her grandfather discover a band of bank robbing bandits taking refuge in the neighboring ghost town.,http://ia.media-imdb.com/images/M/MV5BNDkwMDUyMDkzM15BMl5BanBnXkFtZTcwNDU3NzIzMQ@@._V1_SX300.jpg
Lara Croft Tomb Raider: The Cradle of Life,5.5,103811,43,117,2003,Action,Adventure,PG-13,Jan de Bont,Angelina Jolie,Gerard Butler,USA,"Dean Georgaris (screenplay), Steven E. de Souza (story), James V. Hart (story)",1 win & 3 nominations.,25-Jul-03,tt0325703,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box before an evil scientist and recruits a former Marine turned mercenary to assist her.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NzI3MTU5OF5BMl5BanBnXkFtZTYwODU2Nzk5._V1_SX300.jpg
Wildflower,7.3,948,N/A,120,1991,Drama,Romance,PG-13,Diane Keaton,Beau Bridges,Susan Blakely,USA,"Sara Flanigan (book), Sara Flanigan (teleplay)",2 wins & 3 nominations.,3-Dec-91,tt0103266,An abused and partially deaf girl is helped back into society by two resourceful children.,http://ia.media-imdb.com/images/M/MV5BMTI1MjQ1NDQyMF5BMl5BanBnXkFtZTcwNTMxOTcxMQ@@._V1_SX300.jpg
Echelon Conspiracy,5.8,17152,26,105,2009,Action,Crime,PG-13,Greg Marcks,Shane West,Edward Burns,USA,"Michael Nitsberg (screenplay), Kevin Alyn Elders (screenplay), Michael Nitsberg (story)",N/A,27-Feb-09,tt1124039,"At first, the strange phone messages promised great wealth. Soon, though, government agents pursue the young engineer receiving them around the world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NzQzNzQ2NF5BMl5BanBnXkFtZTcwOTE5MTMyMg@@._V1_SX300.jpg
Date with an Angel,5.8,2050,N/A,105,1987,Comedy,Fantasy,PG,Tom McLoughlin,Michael E. Knight,Phoebe Cates,USA,Tom McLoughlin,1 nomination.,20-Nov-87,tt0092834,"Jim is soon to be married to Patty, but when he wakes up after a bachelor party thrown by his friends, he finds an injured angel in his pool. When Patty sees her, she thinks he's seeing ...",http://ia.media-imdb.com/images/M/MV5BMTI0NzE5MjA5Nl5BMl5BanBnXkFtZTcwOTc2MjMyMQ@@._V1_SX300.jpg
Open Range,7.5,54842,67,139,2003,Drama,Romance,R,Kevin Costner,Robert Duvall,Kevin Costner,USA,"Lauran Paine (novel), Craig Storper (screenplay)",1 win & 4 nominations.,15-Aug-03,tt0316356,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNjA4NTY3N15BMl5BanBnXkFtZTYwNjc0MDM3._V1_SX300.jpg
Barbie & Her Sisters in the Great Puppy Adventure,6.3,167,N/A,76,2015,Animation,Adventure,N/A,Andrew Tan,Kelly Sheridan,Kazumi Evans,USA,Amy Wolfram,2 nominations.,20-Oct-15,tt5042426,"Barbie and her sisters, Skipper, Stacie and Chelsea, and their adorable new puppy friends fnd unexpected mystery and adventure when they return to their hometown of Willows. While going ...",https://images-na.ssl-images-amazon.com/images/M/MV5BNzE3OTI4NDIzMV5BMl5BanBnXkFtZTgwOTc1OTQwNzE@._V1_SX300.jpg
Mandingo,6.2,2578,N/A,127,1975,Drama,History,R,Richard Fleischer,James Mason,Susan George,USA,"Kyle Onstott (novel), Jack Kirkland (play), Norman Wexler (screenplay)",1 win.,25-Jul-75,tt0073349,A slave owner in the 1840s trains one of his slaves to be a bare-knuckle fighter.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwOTQ3MDE5Ml5BMl5BanBnXkFtZTcwNDAzMjA0MQ@@._V1_SX300.jpg
Will Penny,7.2,3000,N/A,108,1967,Romance,Western,APPROVED,Tom Gries,Charlton Heston,Joan Hackett,USA,Tom Gries,1 win.,10-Apr-68,tt0063811,Aging cowboy Will Penny gets a line camp job on a large cattle spread and finds his isolated cabin is already occupied by a husbandless woman and her young son.,http://ia.media-imdb.com/images/M/MV5BNzY4NzQyNjE3OF5BMl5BanBnXkFtZTcwNzYwOTQyMQ@@._V1_SX300.jpg
Larry Crowne,6.1,50041,41,98,2011,Comedy,Drama,PG-13,Tom Hanks,Tom Hanks,Sarah Mahoney,USA,"Tom Hanks, Nia Vardalos",3 nominations.,1-Jul-11,tt1583420,"After losing his job, a middle-aged man reinvents himself by going back to college.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NzAyNTEwN15BMl5BanBnXkFtZTcwODYyNTEzNQ@@._V1._CR68,54,886,1396_SX89_AL_.jpg_V1_SX300.jpg"
Universal Soldier,6,69500,35,102,1992,Action,Sci-Fi,R,Roland Emmerich,Jean-Claude Van Damme,Dolph Lundgren,USA,"Richard Rothstein (story), Christopher Leitch (story), Dean Devlin (screenplay)",N/A,10-Jul-92,tt0105698,"Private Luc Deveraux and his sadistic sergeant, Andrew Scott, got killed in Vietnam. The army uses their bodies for a secret project - reanimating dead soldiers as deadly obedient cyborgs. However, their memories come back too.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNDI4NDM5Ml5BMl5BanBnXkFtZTcwMzY0NjYyMQ@@._V1_SX300.jpg
Quick Gun Murugun: Misadventures of an Indian Cowboy,6,671,N/A,97,2009,Action,Comedy,N/A,Shashanka Ghosh,Rajendraprasad,Nassar,India,"Rajesh Devraj (story, screenplay, dialogue)",N/A,28-Aug-09,tt1176911,A once-dead vegetarian cowboy is sent back to life to battle a beef-eating villain.,http://ia.media-imdb.com/images/M/MV5BNDQ0Y2YzZjUtNWIzOC00OWRhLWIzNTctNjA2NzVlY2JhMjA1XkEyXkFqcGdeQXVyNjU1MTY3MDM@._V1_SX300.jpg
Hot Rod,6.7,60624,43,88,2007,Comedy,Comedy,PG-13,Akiva Schaffer,Andy Samberg,Jorma Taccone,USA,Pam Brady,1 win & 1 nomination.,3-Aug-07,tt0787475,Self-proclaimed stuntman Rod Kimble is preparing for the jump of his life - to clear fifteen buses to raise money for his abusive stepfather Frank's life-saving heart operation.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjYwNjA3OTY0Nl5BMl5BanBnXkFtZTcwNDMyNDUzMw@@._V1_SX300.jpg
The Adventures of Pluto Nash,3.8,20450,12,95,2002,Comedy,Action,PG-13,Ron Underwood,Eddie Murphy,Randy Quaid,USA,Neil Cuthbert,2 wins & 8 nominations.,16-Aug-02,tt0180052,"In the future, a man struggles to keep his lunar nightclub out of the hands of the mafia.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NTMwODQwNV5BMl5BanBnXkFtZTYwNTg0Nzk2._V1_SX300.jpg
Lars and the Real Girl,7.4,115566,70,106,2007,Comedy,Drama,PG-13,Craig Gillespie,Ryan Gosling,Emily Mortimer,USA,Nancy Oliver,Nominated for 1 Oscar. Another 7 wins & 32 nominations.,2-Nov-07,tt0805564,A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NDc1NDkwMV5BMl5BanBnXkFtZTcwNjgzMDE1MQ@@._V1_SX300.jpg
Lilith,7.1,1702,N/A,114,1964,Drama,Drama,N/A,Robert Rossen,Warren Beatty,Jean Seberg,USA,"Robert Rossen, J.R. Salamanca (novel)",N/A,15-Jan-65,tt0058294,"Lilith is a about a mysterious young woman in an elite sanitarium in Maryland, who seems to weave a magical spell all around her. A restless, but sincere young man with an equally obscure ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1OTU3OTM1ODZeQTJeQWpwZ15BbWU3MDU5MzY2MjE@._V1_SX300.jpg
13 Sins,6.3,24069,44,93,2014,Horror,Thriller,R,Daniel Stamm,Mark Webber,Devon Graye,USA,"David Birke (screenplay), Daniel Stamm (screenplay), Chookiat Sakveerakul (source Material: ""13: Game of Death"" by), Eakasit Thairaat (source material: ""13: Game of Death"" by)",2 nominations.,11-Apr-14,tt2059171,"A cryptic phone call sets off a dangerous game of risks for Elliot, a down-on-his luck salesman. The game promises increasing rewards for completing 13 tasks, each more sinister than the last.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzA0NDIwNjI3OF5BMl5BanBnXkFtZTgwMDMzNzE0MTE@._V1_SX300.jpg
Hostel: Part III,4.6,20548,N/A,88,2011,Horror,Horror,R,Scott Spiegel,Kip Pardue,Brian Hallisay,USA,"Michael D. Weiss, Eli Roth (characters)",N/A,27-Dec-11,tt1255916,"Four men attending a bachelor party in Las Vegas fall prey to the Elite Hunting Club, who are hosting a gruesome game show of torture.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDE4Nzg2N15BMl5BanBnXkFtZTcwMjQzMTIxNw@@._V1_SX300.jpg
Lili,7.5,2427,N/A,81,1953,Drama,Musical,PASSED,Charles Walters,Leslie Caron,Mel Ferrer,USA,"Helen Deutsch (screen play), Paul Gallico (based on a story by)",Won 1 Oscar. Another 6 wins & 8 nominations.,10-Jul-53,tt0046000,An orphaned young woman becomes part of a puppet act and forms a relationship with the anti-social puppeteer.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzMzNWI2MTYtNDY3Zi00NTg0LTlmNTgtYmM4NDA3NzA5NmJmXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
Willard,6.2,15246,61,100,2003,Drama,Horror,PG-13,Glen Morgan,Crispin Glover,R. Lee Ermey,Canada,"Glen Morgan (screenplay), Gilbert Ralston, Stephen Gilbert (book)",1 win & 4 nominations.,14-Mar-03,tt0310357,A young man with an unusual connection to rats uses them at his own sociopathic will.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MTEwMTA0OV5BMl5BanBnXkFtZTYwMjcxNjE3._V1_SX300.jpg
Manderlay,7.4,18645,46,139,2005,Drama,Drama,NOT RATED,Lars von Trier,Bryce Dallas Howard,Isaach De BankolÌ©,Denmark,Lars von Trier,1 win & 15 nominations.,3-Jun-05,tt0342735,"A story of slavery, set in the southern U.S. in the 1930s.",http://ia.media-imdb.com/images/M/MV5BMjE4MTgzMDM1OF5BMl5BanBnXkFtZTcwNjMyMDIzMQ@@._V1_SX300.jpg
Under the Tuscan Sun,6.7,36228,52,113,2003,Comedy,Drama,PG-13,Audrey Wells,Diane Lane,Sandra Oh,USA,"Frances Mayes (book), Audrey Wells (screen story), Audrey Wells (screenplay)",Nominated for 1 Golden Globe. Another 4 nominations.,26-Sep-03,tt0328589,A writer impulsively buys a villa in Tuscany in order to change her life.,https://images-na.ssl-images-amazon.com/images/M/MV5BOGY5ZjQ4M2ItMjQ0NC00NjY4LWIwYmEtMTIxNzFmNjA4YmJlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
Lap Dance,5.6,2630,N/A,100,2014,Drama,Drama,R,Greg Carter,Omari Hardwick,Kenny Wormald,USA,"Greg Carter (screenplay), Greg Carter (story)",N/A,5-Dec-14,tt2392385,"An aspiring actress makes a pact with her fiancÌ© to take a job as an exotic dancer to care for her cancer stricken father. Once the pact the couple made is broken, their lives are changed forever. Based on the true story of director Greg Carter and his girlfriend prior to their moving to Los Angeles in 2005.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NTc5NzgyOV5BMl5BanBnXkFtZTgwNzc1NTI2MzE@._V1_SX300.jpg
Unlucky Stars,6.4,47,N/A,100,2015,Action,Adventure,N/A,Dennis Ruel,Dennis Ruel,Ken Quitugua,USA,Dennis Ruel,1 win & 4 nominations.,19-Sep-15,tt2461684,"When Peru's Biggest Action Film Star and Jordan's newest rising talent find themselves pursued by a notorious Bookie, a couple of private investigators are forced to choose between their job and their conscience.",http://ia.media-imdb.com/images/M/MV5BMjMwMjY0NjY3Nl5BMl5BanBnXkFtZTgwNDQ2NTY3NDE@._V1_SX300.jpg
The Age of Adaline,7.2,98951,51,112,2015,Drama,Fantasy,PG-13,Lee Toland Krieger,Blake Lively,Michiel Huisman,USA,"J. Mills Goodloe (screenplay), Salvador Paskowitz (screenplay), J. Mills Goodloe (screenplay), J. Mills Goodloe (story), Salvador Paskowitz (story by)",7 nominations.,24-Apr-15,tt1655441,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_SX300.jpg
The Angry Birds Movie,6.3,39952,43,97,2016,Animation,Action,PG,Clay Kaytis,Jason Sudeikis,Josh Gad,USA,"John Cohen (story by), Mikael Hed (story by), Mikko PÌ¦llÌ_ (story by), Jon Vitti",1 nomination.,20-May-16,tt1985949,"Find out why the birds are so angry. When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MjU0NDA0OF5BMl5BanBnXkFtZTgwNTc0MTU3OTE@._V1_SX300.jpg
Eat Pray Love,5.7,64385,50,133,2010,Drama,Romance,PG-13,Ryan Murphy,Julia Roberts,I. Gusti Ayu Puspawati,USA,"Ryan Murphy (screenplay), Jennifer Salt (screenplay), Elizabeth Gilbert (book)",2 wins & 2 nominations.,13-Aug-10,tt0879870,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@._V1_SX300.jpg
Bubble Boy,5.6,25756,41,84,2001,Adventure,Comedy,PG-13,Blair Hayes,Jake Gyllenhaal,Swoosie Kurtz,USA,"Cinco Paul, Ken Daurio",1 nomination.,24-Aug-01,tt0258470,A young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom finds out that the woman he has loved since childhood is about to be married ...,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwYjczNmItYzczNS00MDQwLTkxNDctN2MwYzI5YzhmNGU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Viva Las Vegas,6.4,4951,N/A,85,1964,Comedy,Musical,APPROVED,George Sidney,Elvis Presley,Ann-Margret,USA,Sally Benson,3 nominations.,20-May-64,tt0058725,"Race car driver Lucky Jackson goes to Las Vegas to earn money to pay for a new engine for his motor car. Working as a waiter, he still finds the time to court young Rusty Martin.",http://ia.media-imdb.com/images/M/MV5BMTIzMDkwMzUyNl5BMl5BanBnXkFtZTYwMjIwODE5._V1_SX300.jpg
