,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Rated,Language,Country,Director,Year,Genre,Runtime,imdbVotes,Actors1,Actors2,Words,DiversityW,Verb/Noun,Zipf,WordL,imdbRating
In Our Time,0.830172694,0.946668132,0.329930915,0.451017467,0.65104472,0.226829899,0.411917321,0.671350004,0.093857893,0.929536905,0.997557609,0.152137687,0.911521867,0.305747262,0.322638475,0.993035425,0.54575777,0.982779376,0.939988806,0.387060982,0.762234662,0.200725428,0.964668532,0.205705918,0.929503639,0.357112059,0.087147601,0.4090677,0.671624997,0.575713963,APPROVED,English,USA,Vincent Sherman,1944,Drama,110,329,Ida Lupino, Paul Henreid,15786,0.137400228,0.912131148,0.984274519,3.373432155,6.6
Revolver,0.316831424,0.285678723,0.361608949,0.291126677,0.236967065,0.184642148,0.162175301,0.192791911,0.334554403,0.349983925,0.879519945,0.113752024,0.564426162,0.254409504,0.656614224,0.765491801,0.25151073,0.840203762,0.637922291,0.632903179,0.634255959,0.361250585,0.967942469,0.441922067,0.496589437,0.707892023,0.267808168,0.054213428,0.330784277,0.39113333,R,"English, Cantonese","France, UK",Guy Ritchie,2005,"Action, Crime, Drama",111,"74,768",Jason Statham, Ray Liotta,11482,0.139000174,0.738436349,0.952302011,3.304476572,6.5
Under the Bed,0.744219142,0.944104982,0.31355081,0.43232268,0.363978674,0.061409127,0.07905713,0.628396723,0.146262274,0.882500287,0.993626592,0.163514289,0.679634493,0.397388499,0.412786665,0.733672642,0.545825114,0.999326917,0.77309482,0.227813066,0.565225165,0.576435177,0.483254103,0.022320063,0.438630599,0.465447983,0.040659217,0.164319214,0.748655024,0.14791635,R,English,USA,Steven C. Miller,2012,Horror,87,"2,078",Jonny Weston, Gattlin Griffith,7247,0.133710501,0.707520891,0.97514651,3.023457983,4.6
Quick Gun Murugun: Misadventures of an Indian Cowboy,0.234342556,0.377742766,0.21560802,0.807121952,0.424751654,0.569267708,0.417549801,0.680469911,0.395734308,0.497391076,0.739421775,0.114570572,0.345685305,0.135244167,0.331933495,0.738655082,0.711344541,0.42514473,0.403129917,0.73695781,0.881790529,0.371764092,0.860178378,0.435178089,0.684055742,0.235940454,0.530594299,0.177059484,0.454439696,0.323581918,N/A,"English, Hindi, Telugu, Tamil",India,Shashanka Ghosh,2009,"Action, Comedy, Drama",97,671,Rajendraprasad, Nassar,6110,0.234697218,1.475218659,0.864489804,3.409492635,6
Queen of Earth,0.587203897,0.876201017,0.66571255,0.056924363,0.206714641,0.023866432,0.086086265,0.185576485,0.171411266,0.733834717,0.971407831,0.444013693,0.838663824,0.766207048,0.568699835,0.909231646,0.139333504,0.99506477,0.82584406,0.197213921,0.530783777,0.158886022,0.899792388,0.145746263,0.798236756,0.848172301,0.091891533,0.120176544,0.441797449,0.648804717,NOT RATED,English,USA,Alex Ross Perry,2015,"Drama, Thriller",90,"3,623",Elisabeth Moss, Katherine Waterston,7985,0.141515341,0.552533993,0.953463611,3.155666875,6.4
The Amazing Dr. Clitterhouse,0.530886637,0.785314002,0.36749763,0.417014734,0.532396823,0.262063643,0.285272962,0.461925071,0.129282605,0.810195586,0.983005665,0.125424197,0.72964878,0.281809227,0.536666272,0.897633672,0.344136972,0.891349821,0.678087156,0.447700507,0.744677831,0.138514685,0.979984888,0.27489999,0.698966062,0.498844878,0.182656464,0.213844707,0.323190912,0.634511158,APPROVED,English,USA,Anatole Litvak,1938,"Crime, Drama",87,"1,552",Edward G. Robinson, Claire Trevor,16917,0.132056511,0.946881426,0.966809777,3.302831471,7
White of the Eye,0.361574875,0.757354819,0.225465675,0.603255115,0.33295171,0.095998004,0.129295036,0.593507131,0.258724822,0.743466591,0.977932759,0.090944339,0.66296125,0.244651774,0.541788328,0.684897993,0.549721468,0.941548054,0.474790089,0.261212156,0.855199162,0.45429915,0.853859627,0.184979037,0.786299756,0.331110922,0.169159158,0.097525443,0.7367335,0.470507055,R,English,UK,Donald Cammell,1987,"Horror, Thriller",110,"1,171",David Keith, Cathy Moriarty,10964,0.153046333,0.958624128,0.973475533,3.138635534,6.4
The Angriest Man in Brooklyn,0.456227687,0.587556616,0.519945227,0.282907435,0.337714675,0.142834012,0.107806173,0.419962027,0.242114648,0.591810423,0.922553695,0.256393111,0.567024111,0.496395857,0.423501018,0.74941018,0.285555714,0.972986546,0.585946432,0.299316196,0.441213024,0.132843694,0.833985586,0.186497389,0.436148348,0.62785428,0.35593242,0.075016837,0.556253133,0.341687118,R,English,USA,Phil Alden Robinson,2014,"Comedy, Drama",83,"16,569",Robin Williams, Mila Kunis,11404,0.147755174,0.938635248,0.95140906,3.154945633,5.7
The Angels' Share,0.128756087,0.26820358,0.172806164,0.288555219,0.192161191,0.243568705,0.174841359,0.208946914,0.556228926,0.134922393,0.58673742,0.1936138,0.548541402,0.243634556,0.887098289,0.71076974,0.727328294,0.682574021,0.493565179,0.46354696,0.644017971,0.854682584,0.926086167,0.499430958,0.404809467,0.619425115,0.480846286,0.200470751,0.522282657,0.606613048,N/A,English,"UK, France, Belgium, Italy",Ken Loach,2012,"Comedy, Crime, Drama",101,"18,336",Paul Brannigan, Siobhan Reilly,13928,0.147903504,1.041107041,0.9498582,3.203977599,7
Manhattan Night,0.632195807,0.748319484,0.487619265,0.125669733,0.35577929,0.078027553,0.165277459,0.333445998,0.173967519,0.621403783,0.971237574,0.321961715,0.861637821,0.612827157,0.653077695,0.943226437,0.36232947,0.987125325,0.841167272,0.27116107,0.516032342,0.202729334,0.87994133,0.191276912,0.608688928,0.705944315,0.225089407,0.14620136,0.568661485,0.556515476,R,English,USA,Brian DeCubellis,2016,"Crime, Drama, Mystery",113,"5,087",Adrien Brody, Yvonne Strahovski,11489,0.144224911,0.867447307,0.972803307,3.232309165,6.2
Plunder of the Sun,0.746815118,0.857417683,0.327721583,0.28547292,0.573653635,0.196171963,0.310561413,0.509893634,0.08545631,0.824141808,0.996196952,0.065414789,0.836827658,0.265497782,0.527829835,0.967252401,0.355328738,0.963973213,0.87395278,0.466817585,0.851691143,0.148289837,0.98802084,0.195702724,0.733073954,0.48155898,0.056799016,0.227706331,0.399567606,0.594849169,APPROVED,English,"USA, Mexico",John Farrow,1953,"Action, Adventure, Drama",81,476,Glenn Ford, Diana Lynn,10935,0.15125743,0.802492809,0.936778338,3.305624143,6.5
Vitus,0.479291997,0.587405999,0.369726645,0.541461133,0.439496934,0.380377117,0.314171035,0.517063637,0.244060091,0.603130451,0.89754802,0.145476967,0.482845389,0.304093167,0.389534527,0.751463637,0.375485665,0.872027901,0.682575708,0.647610112,0.509178892,0.255510552,0.946963835,0.248574526,0.496261869,0.521784951,0.411316326,0.220005076,0.284809534,0.357382925,PG,"Swiss German, English",Switzerland,Fredi M. Murer,2006,"Drama, Music",123,"4,133",Fabrizio Borsani, Teo Gheorghiu,8045,0.185581106,1.043003413,0.92631587,3.282287135,7.7
Darkman II: The Return of Durant,0.281620303,0.444689324,0.376984155,0.484879039,0.384757465,0.35142993,0.244811164,0.378100985,0.347265215,0.462182499,0.805875434,0.170666039,0.563393418,0.23600031,0.449163844,0.825576037,0.39384202,0.668202211,0.492572759,0.457192171,0.80824595,0.169014015,0.962886008,0.610164438,0.655137161,0.537428238,0.409719708,0.167034346,0.440445274,0.59488712,R,English,"USA, Canada",Bradford May,1995,"Action, Crime, Horror",93,"3,682",Larry Drake, Arnold Vosloo,10489,0.179998093,1.533410138,0.939850128,3.356850033,5
Open Season 2,0.376077324,0.874615663,0.17431643,0.712962913,0.365865698,0.050607564,0.117294537,0.645523681,0.234933691,0.741684009,0.989450974,0.078222931,0.59253148,0.21737224,0.59484894,0.772658067,0.588773029,0.984459026,0.58965027,0.223269776,0.915443429,0.58596656,0.779816301,0.231504538,0.815674979,0.324862525,0.086333018,0.158849495,0.793869384,0.511642521,PG,English,USA,"Matthew O'Callaghan, Todd Wilderman",2008,"Animation, Adventure, Comedy",76,"16,459",Joel McHale, Mike Epps,12864,0.136660448,0.948331047,0.965955109,3.013914801,5.7
Querida voy a comprar cigarrillos y vuelvo,0.358884144,0.508945734,0.419642594,0.41816146,0.221637318,0.226877163,0.145687466,0.219257253,0.303399186,0.463066352,0.872304125,0.188031151,0.679511373,0.304028905,0.669996862,0.828615203,0.305937625,0.811423152,0.723405724,0.582869982,0.650047428,0.188462411,0.980168878,0.489422958,0.712886868,0.616159206,0.212934299,0.143671,0.25632964,0.726327943,N/A,Spanish,Argentina,"Mariano Cohn, Gastí_n Duprat",2011,"Comedy, Drama",80,398,Daniel Aríçoz, Diego Bliffeld,7692,0.212948518,0.954482759,0.971067104,3.423556942,6.8
Yella,0.435127644,0.553332894,0.103800111,0.500107355,0.574558774,0.602960908,0.629121148,0.806060983,0.156182181,0.689314287,0.9023754,0.029100493,0.131323938,0.119401569,0.285992068,0.365499507,0.656791873,0.588799829,0.351395966,0.889367996,0.755967907,0.468053844,0.923665529,0.02046735,0.125574273,0.289387723,0.272507549,0.253065422,0.345252608,0.235124791,N/A,German,Germany,Christian Petzold,2007,"Drama, Romance, Thriller",89,"2,215",Nina Hoss, Devid Striesow,4576,0.21722028,0.972413793,0.930425732,3.445804196,6.7
The Amazing Wizard of Paws,0.726824315,0.949190722,0.16949498,0.640273121,0.564817968,0.105632554,0.195625788,0.832974295,0.127837842,0.945177509,0.998477186,0.01616181,0.573690841,0.117037028,0.428725187,0.797012346,0.643635793,0.993499368,0.705245219,0.323065745,0.904338161,0.560795948,0.877116891,0.137906924,0.730881079,0.189970416,0.008030038,0.354208033,0.804681861,0.346834578,N/A,English,"Canada, USA",Bryan Michael Stoller,2015,"Adventure, Family, Fantasy",96,164,Will Spencer, Paula Devicq,8528,0.145989681,0.804584527,0.949201986,3.186327392,4.3
Fantastic Four,0.502528919,0.73676208,0.414992842,0.494267335,0.441358092,0.280796642,0.241705478,0.472445398,0.326458417,0.698970145,0.958661171,0.138196597,0.650622836,0.269258048,0.436458977,0.781637555,0.365163107,0.893636766,0.620534308,0.39398543,0.882324173,0.269390424,0.899262073,0.467164049,0.766904385,0.52825267,0.216134758,0.207673685,0.568836553,0.603720445,PG-13,English,"USA, Germany",Tim Story,2005,"Action, Adventure, Sci-Fi",106,"270,307",Ioan Gruffudd, Jessica Alba,13503,0.152706806,1.343391415,0.925816574,3.171591498,5.7
Fantastic Four,0.660294264,0.837681466,0.237880854,0.43415859,0.540329181,0.284362582,0.43321169,0.712478087,0.154994402,0.86028725,0.979463843,0.046882067,0.58521144,0.189864998,0.284412724,0.738366921,0.578174637,0.953825152,0.67708828,0.55260482,0.916850422,0.379482621,0.913393178,0.103090385,0.583000123,0.37388529,0.094590838,0.314975149,0.569412871,0.367569991,PG-13,English,"USA, Germany",Tim Story,2005,"Action, Adventure, Sci-Fi",106,"270,307",Ioan Gruffudd, Jessica Alba,8921,0.161865262,0.823397075,0.939943572,3.26689833,5.7
Sniper 3,0.442689983,0.475733385,0.20055248,0.366592646,0.371743527,0.228226157,0.169932938,0.420919448,0.219693266,0.516599219,0.891348818,0.076306262,0.594192934,0.133050535,0.461840817,0.839555792,0.524570341,0.876283225,0.676041629,0.658534909,0.657186959,0.400947375,0.960037009,0.221239803,0.394393803,0.475928985,0.180683675,0.125154504,0.442553294,0.363850421,R,English,USA,P.J. Pesce,2004,"Action, Drama, Thriller",90,"3,032",Tom Berenger, Byron Mann,6423,0.191966371,0.895899054,0.919974592,3.277129067,5.2
The Adventures of Pluto Nash,0.319947801,0.580486229,0.066899868,0.590816088,0.428513095,0.345232302,0.316305485,0.683658937,0.395726268,0.446425643,0.945385415,0.027911268,0.51027776,0.103409352,0.587228485,0.64690459,0.841334445,0.780639217,0.622114817,0.674858449,0.903716042,0.809795837,0.820800621,0.201717183,0.451314105,0.244175537,0.116896376,0.223595281,0.855653425,0.282498098,PG-13,English,"USA, Australia",Ron Underwood,2002,"Comedy, Action, Sci-Fi",95,"20,450",Eddie Murphy, Randy Quaid,10710,0.160597572,0.959122632,0.925600125,3.237628385,3.8
White Oleander,0.635383044,0.786514122,0.364926029,0.210057213,0.319842735,0.105261148,0.136157714,0.412180904,0.167478169,0.59521741,0.987091631,0.250986478,0.908372921,0.546341281,0.545599656,0.903734195,0.368225137,0.988079963,0.909919225,0.463976438,0.631302906,0.245877166,0.861515462,0.126363693,0.731729405,0.618969997,0.19016616,0.033951497,0.644857343,0.251246048,PG-13,"English, Russian",USA,Peter Kosminsky,2002,Drama,109,"25,769",Amy Aquino, John Billingsley,10329,0.144350857,0.60965704,0.901244835,3.138445154,7.2
Revenge of the Nerds III: The Next Generation,0.320286093,0.689231628,0.335720263,0.317562738,0.419667153,0.120307234,0.311710093,0.315696656,0.219598193,0.684848435,0.872357288,0.205716512,0.521535198,0.378347885,0.684294283,0.926307741,0.567655009,0.855160754,0.63108001,0.407535717,0.784931977,0.554959961,0.946576813,0.297476213,0.817274048,0.582362744,0.240844597,0.372607645,0.495843695,0.828318866,NOT RATED,English,USA,Roland Mesa,1992,Comedy,93,"3,783",Robert Carradine, Ted McGinley,13701,0.149989052,1.372407956,0.931134935,3.233413619,3.7
Lantana,0.486479156,0.751379832,0.378770665,0.181090606,0.280109289,0.058418973,0.090019119,0.348793611,0.167313363,0.582379852,0.976828648,0.256476425,0.772813579,0.498777766,0.605382567,0.821399566,0.401682849,0.99099868,0.790417473,0.344524936,0.555027155,0.323858528,0.735135751,0.043705347,0.394562528,0.60980595,0.244730896,0.03816727,0.58708311,0.250838088,R,English,"Australia, Germany",Ray Lawrence,2001,"Drama, Mystery, Romance",121,"16,564",Anthony LaPaglia, Geoffrey Rush,8405,0.183105294,0.756772009,0.944389144,3.30446163,7.4
Yeh Jawaani Hai Deewani,0.510559746,0.735808554,0.250019964,0.355581279,0.332853058,0.145865944,0.301466982,0.507136225,0.384293044,0.509743008,0.941330667,0.220548262,0.793767968,0.453805687,0.48666849,0.790850357,0.750983853,0.966699859,0.815357274,0.479608933,0.865879164,0.693712833,0.656598759,0.173934689,0.637826722,0.502649868,0.152516335,0.194255294,0.793250447,0.272546559,NOT RATED,"Hindi, English, French",India,Ayan Mukerji,2013,"Comedy, Drama, Musical",160,"25,601",Ranbir Kapoor, Deepika Padukone,12364,0.149466192,0.897542691,0.920686584,3.264315755,6.9
Consenting Adults,0.585089337,0.805760816,0.160751314,0.526569682,0.517782996,0.247013338,0.251436272,0.695133481,0.2361152,0.708089607,0.983589657,0.076957958,0.753535802,0.195214482,0.467444101,0.905199514,0.763407233,0.934957012,0.798431452,0.446562309,0.764536854,0.518159806,0.897499901,0.169761133,0.754854401,0.254115603,0.099877602,0.218318873,0.803072019,0.378799537,R,English,USA,Alan J. Pakula,1992,"Crime, Drama, Mystery",99,"5,448",Kevin Kline, Mary Elizabeth Mastrantonio,8307,0.174070061,0.985294118,0.913589391,3.192006741,5.7
In the Electric Mist,0.250725414,0.380339865,0.147671112,0.533333799,0.42610303,0.295556018,0.196537743,0.436767403,0.279715905,0.468548933,0.896472685,0.089339198,0.593857615,0.132969881,0.754048546,0.883061426,0.598625971,0.653577479,0.579719853,0.610007295,0.73514298,0.493565027,0.9576987,0.328480593,0.584042867,0.43137386,0.377464904,0.064503905,0.522365257,0.509078445,R,English,"France, USA",Bertrand Tavernier,2009,"Crime, Drama, Mystery",117,"13,812",Tommy Lee Jones, John Goodman,10702,0.177256588,1.026921194,0.94215723,3.426462343,6.1
American Ninja 4: The Annihilation,0.450740955,0.591328121,0.135835733,0.587755796,0.57440511,0.323372076,0.473246342,0.659635764,0.198341338,0.663052355,0.956577826,0.068670048,0.627688182,0.087641496,0.324683606,0.929565758,0.707423777,0.873368266,0.714070885,0.641425378,0.776184434,0.49098272,0.954509415,0.349120051,0.70993246,0.349537332,0.201623679,0.271022542,0.581860184,0.396629915,R,English,USA,Cedric Sundstrom,1990,"Action, Drama",99,"3,436",Michael Dudikoff, David Bradley,4310,0.235962877,1.18061089,0.957018069,3.426450116,3.7
Manderlay,0.649653558,0.790378097,0.427566822,0.387798303,0.461620229,0.266338342,0.239586731,0.31224536,0.049064863,0.949606069,0.957882559,0.149424316,0.859197009,0.224591825,0.545405806,0.998668962,0.224028902,0.715882134,0.893830949,0.606829087,0.343676209,0.044164791,0.998186031,0.395143935,0.925621745,0.451985586,0.120669197,0.256099083,0.211753354,0.849485482,NOT RATED,English,"Denmark, Sweden, Netherlands, France, Germany, UK, Italy",Lars von Trier,2005,Drama,139,"18,645",Bryce Dallas Howard, Isaach De Bankolí©,16492,0.163109386,0.946913975,0.954433925,3.623271889,7.4
Under the Tuscan Sun,0.702555868,0.910833902,0.372757235,0.308114823,0.373702115,0.09438764,0.178183355,0.543941945,0.17986219,0.809600548,0.981373536,0.260700634,0.819186931,0.530072834,0.558681913,0.917057961,0.489462269,0.986914311,0.826259385,0.242554214,0.663994209,0.307001998,0.82095118,0.122295052,0.808264852,0.449590118,0.158357091,0.236447932,0.711092995,0.494629727,PG-13,"English, Italian, Polish, French, Spanish, German","USA, Italy",Audrey Wells,2003,"Comedy, Drama, Romance",113,"36,228",Diane Lane, Sandra Oh,9729,0.162195498,0.842903575,0.916784787,3.216157879,6.7
Operation Dumbo Drop,0.713906729,0.845359557,0.241244417,0.683400849,0.583386381,0.246108047,0.358733333,0.773722904,0.086294692,0.89611219,0.99490038,0.037752267,0.483766944,0.107356636,0.183510484,0.914681762,0.408982207,0.974242553,0.680275369,0.533017705,0.866894036,0.086544417,0.96831014,0.116833366,0.667703426,0.301339914,0.062226627,0.130288542,0.441683043,0.215403138,PG,"English, Vietnamese",USA,Simon Wincer,1995,"Action, Adventure, Comedy",107,"6,989",Danny Glover, Ray Liotta,6780,0.200884956,0.953399542,0.890567126,3.27079646,4.9
Lap Dance,0.487282398,0.801637088,0.150430227,0.431464056,0.450241589,0.135124926,0.290195769,0.744890346,0.316333146,0.678351442,0.981463254,0.099030863,0.797544918,0.331924921,0.637642368,0.721960415,0.774209793,0.944938,0.706883752,0.435813466,0.904521951,0.724387814,0.776749696,0.089537617,0.712943905,0.308789737,0.090372234,0.139757515,0.921898467,0.411468423,R,English,USA,Greg Carter,2014,Drama,100,"2,630",Omari Hardwick, Kenny Wormald,12504,0.13315739,0.866987179,0.961215605,3.219289827,5.6
The Age of Adaline,0.814230251,0.949607909,0.294441156,0.310951203,0.538682777,0.137355518,0.246995763,0.663079727,0.093956632,0.892337193,0.99417683,0.147323562,0.899733835,0.437804072,0.472442804,0.936013827,0.621642238,0.979062958,0.888102079,0.283484228,0.677193734,0.278412483,0.830770644,0.081719213,0.742879191,0.353948786,0.113101799,0.304487518,0.735613641,0.490057931,PG-13,"English, Portuguese, Italian","USA, Canada",Lee Toland Krieger,2015,"Drama, Fantasy, Romance",112,"98,951",Blake Lively, Michiel Huisman,10864,0.171944035,0.929158111,0.984517725,3.218059647,7.2
Confetti,0.596782474,0.885299732,0.404805164,0.117096928,0.283416492,0.028463726,0.226133014,0.393519313,0.091810578,0.871222599,0.982241873,0.204872028,0.810261596,0.532736517,0.782269486,0.93291203,0.272600882,0.973900434,0.814326051,0.30385654,0.671047856,0.340884716,0.951304557,0.19963522,0.837986324,0.614848254,0.096715285,0.288300963,0.452988477,0.767458679,R,English,UK,Debbie Isitt,2006,"Comedy, Music, Romance",100,"4,506",Martin Freeman, Jessica Hynes,14911,0.116021729,0.660834455,0.97239448,3.116893569,5.8
Prom Queen: The Marc Hall Story,0.746851599,0.714648597,0.296553453,0.25582915,0.581797524,0.363758667,0.474144478,0.541176078,0.102834198,0.896441241,0.956837508,0.237466599,0.853310263,0.225870343,0.421826522,0.996802134,0.462069521,0.768717638,0.923132925,0.67179518,0.486453426,0.113567114,0.994290255,0.379632837,0.862068879,0.414160978,0.255464568,0.380808224,0.321376052,0.764263353,N/A,"English, French",Canada,John L'Ecuyer,2004,"Comedy, Drama",92,794,Aaron Ashmore, Jean Pierre Bergeron,11070,0.175158085,1.042520492,0.967291436,3.484372177,6.7
